,Date + Block,Date,Block,Solar_Sch,Wind_Sch,Hyb_Sch,Declared_Plant_Schedule,Plant_AvC,Declared_Hybrid_Schedule,Total_Hybrid_Solar,Total_Hybrid_Wind,Solar_AvC,Wind_AvC,Hybrid_AvC_Input,Hybrid_AvC_Cap,Capped_Solar_AvC,Capped_Wind_AvC,Hybrid_AvC,GDAM,Adjusted_Sch,Linde_Contract_Total,Linde_Actual_Demand,Linde_Additional_Energy,RTM_Available,GDAM_Solar,RTM_Solar,GDAM_Wind,RTM_Wind,Chemfab Demand Schedule_Solar,Chemfab Demand Schedule_Wind,Green Valley Demand Schedule_Solar,Green Valley Demand Schedule_Wind,Linde Dahej Demand Schedule_Solar,Linde Dahej Demand Schedule_Wind,Linde Hyderabad Demand Schedule_Solar,Linde Hyderabad Demand Schedule_Wind,Linde Kalinganagar Demand Schedule_Solar,Linde Kalinganagar Demand Schedule_Wind,Linde Ludhiana Demand Schedule_Solar,Linde Ludhiana Demand Schedule_Wind,Linde Rourkela 2 Demand Schedule_Solar,Linde Rourkela 2 Demand Schedule_Wind,Linde Rourkela Demand Schedule_Solar,Linde Rourkela Demand Schedule_Wind,Linde Selaqui Demand Schedule_Solar,Linde Selaqui Demand Schedule_Wind,Linde Sri City Demand Schedule_Solar,Linde Sri City Demand Schedule_Wind
96,461821,2026-06-09T00:00:00.000,1,0,67,67,67,200,67,0,67,68,132,200,200,68,132,200,0,67,29,26.3,2.7,25.7,0,0,0,25.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
97,461822,2026-06-09T00:00:00.000,2,0,64,64,64,200,64,0,64,68,132,200,200,68,132,200,0,64,29,26.3,2.7,22.7,0,0,0,22.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
98,461823,2026-06-09T00:00:00.000,3,0,63,63,63,200,63,0,63,68,132,200,200,68,132,200,0,63,29,26.3,2.7,21.7,0,0,0,21.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
99,461824,2026-06-09T00:00:00.000,4,0,64,64,64,200,64,0,64,68,132,200,200,68,132,200,0,64,29,26.3,2.7,22.7,0,0,0,22.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
100,461825,2026-06-09T00:00:00.000,5,0,63,63,63,200,63,0,63,68,132,200,200,68,132,200,0,63,29,26.3,2.7,21.7,0,0,0,21.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
101,461826,2026-06-09T00:00:00.000,6,0,61,61,61,200,61,0,61,68,132,200,200,68,132,200,0,61,29,26.3,2.7,19.7,0,0,0,19.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
102,461827,2026-06-09T00:00:00.000,7,0,59,59,59,200,59,0,59,68,132,200,200,68,132,200,0,59,29,26.3,2.7,17.7,0,0,0,17.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
103,461828,2026-06-09T00:00:00.000,8,0,57,57,57,200,57,0,57,68,132,200,200,68,132,200,0,57,29,26.3,2.7,15.7,0,0,0,15.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
104,461829,2026-06-09T00:00:00.000,9,0,56,56,56,200,56,0,56,68,132,200,200,68,132,200,0,56,29,26.3,2.7,14.7,0,0,0,14.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
105,4618210,2026-06-09T00:00:00.000,10,0,56,56,56,200,56,0,56,68,132,200,200,68,132,200,0,56,29,26.3,2.7,14.7,0,0,0,14.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
106,4618211,2026-06-09T00:00:00.000,11,0,55,55,55,200,55,0,55,68,132,200,200,68,132,200,0,55,29,26.3,2.7,13.7,0,0,0,13.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
107,4618212,2026-06-09T00:00:00.000,12,0,55,55,55,200,55,0,55,68,132,200,200,68,132,200,0,55,29,26.3,2.7,13.7,0,0,0,13.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
108,4618213,2026-06-09T00:00:00.000,13,0,55,55,55,200,55,0,55,68,132,200,200,68,132,200,0,55,29,26.3,2.7,13.7,0,0,0,13.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
109,4618214,2026-06-09T00:00:00.000,14,0,55,55,55,200,55,0,55,68,132,200,200,68,132,200,0,55,29,26.3,2.7,13.7,0,0,0,13.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
110,4618215,2026-06-09T00:00:00.000,15,0,55,55,55,200,55,0,55,68,132,200,200,68,132,200,0,55,29,26.3,2.7,13.7,0,0,0,13.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
111,4618216,2026-06-09T00:00:00.000,16,0,54,54,54,200,54,0,54,68,132,200,200,68,132,200,0,54,29,26.3,2.7,12.7,0,0,0,12.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
112,4618217,2026-06-09T00:00:00.000,17,0,53,53,53,200,53,0,53,68,132,200,200,68,132,200,0,53,29,26.3,2.7,11.7,0,0,0,11.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
113,4618218,2026-06-09T00:00:00.000,18,0,53,53,53,200,53,0,53,68,132,200,200,68,132,200,0,53,29,26.3,2.7,11.7,0,0,0,11.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
114,4618219,2026-06-09T00:00:00.000,19,0,52,52,52,200,52,0,52,68,132,200,200,68,132,200,0,52,29,26.3,2.7,10.7,0,0,0,10.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
115,4618220,2026-06-09T00:00:00.000,20,0,51,51,51,200,51,0,51,68,132,200,200,68,132,200,0,51,29,26.3,2.7,9.7,0,0,0,9.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
116,4618221,2026-06-09T00:00:00.000,21,0,52,52,52,200,52,0,52,68,132,200,200,68,132,200,0,52,29,26.3,2.7,10.7,0,0,0,10.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
117,4618222,2026-06-09T00:00:00.000,22,0,53,53,53,200,53,0,53,68,132,200,200,68,132,200,0,53,29,26.3,2.7,11.7,0,0,0,11.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
118,4618223,2026-06-09T00:00:00.000,23,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,4618224,2026-06-09T00:00:00.000,24,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4618225,2026-06-09T00:00:00.000,25,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4618226,2026-06-09T00:00:00.000,26,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,4618227,2026-06-09T00:00:00.000,27,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,4618228,2026-06-09T00:00:00.000,28,1.5,0,1.5,1.5,200,1.5,1.5,0,94.3,105.7,200,200,94.3,105.7,200,0,1.5,29,26.3,2.7,0,0,0,0,0,0,0.3,0,0.2,0.2,0,0,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0.3
124,4618229,2026-06-09T00:00:00.000,29,4.8,0,4.8,4.8,200,4.8,4.8,0,94.3,105.7,200,200,94.3,105.7,200,0,4.8,29,26.3,2.7,0,0,0,0,0,0,1.1,0,0.5,0.6,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0.8
125,4618230,2026-06-09T00:00:00.000,30,8.2,0,8.2,8.2,200,8.2,8.2,0,94.3,105.7,200,200,94.3,105.7,200,0,8.2,29,26.3,2.7,0,0,0,0,0,0,1.9,0,0.9,1.1,0,0,0,0,0,0,1.4,0,0,0,0,1.5,0,0,1.4
126,4618231,2026-06-09T00:00:00.000,31,11.8,0,11.8,11.8,200,11.8,11.8,0,94.3,105.7,200,200,94.3,105.7,200,0,11.8,29,26.3,2.7,0,0,0,0,0,0,2.7,0,1.3,1.5,0,0,0,0,0,0,2.1,0,0,0,0,2.2,0,0,2
127,4618232,2026-06-09T00:00:00.000,32,15.6,0,15.6,15.6,200,15.6,15.6,0,94.3,105.7,200,200,94.3,105.7,200,0,15.6,29,26.3,2.7,0,0,0,0,0,0,3.5,0,1.8,2,0,0,0,0,0,0,2.7,0,0,0,0,2.9,0,0,2.7
128,4618233,2026-06-09T00:00:00.000,33,19.1,0,19.1,19.1,200,19.1,19.1,0,94.3,105.7,200,200,94.3,105.7,200,0,19.1,29,26.3,2.7,0,0,0,0,0,0,4.3,0,2.2,2.4,0,0,0,0,0,0,3.4,0,0,0,0,3.5,0,0,3.3
129,4618234,2026-06-09T00:00:00.000,34,22.4,0,22.4,22.4,200,22.4,22.4,0,94.3,105.7,200,200,94.3,105.7,200,0,22.4,29,26.3,2.7,0,0,0,0,0,0,5.1,0,2.5,2.9,0,0,0,0,0,0,3.9,0,0,0,0,4.2,0,0,3.8
130,4618235,2026-06-09T00:00:00.000,35,25.4,0,25.4,25.4,200,25.4,25.4,0,94.3,105.7,200,200,94.3,105.7,200,0,25.4,29,26.3,2.7,0,0,0,0,0,0,5.8,0,2.9,3.2,0,0,0,0,0,0,4.4,0,0,0,0,4.8,0,0,4.3
131,4618236,2026-06-09T00:00:00.000,36,28,0,28,28,200,28,28,0,94.3,105.7,200,200,94.3,105.7,200,0,28,29,26.3,2.7,0,0,0,0,0,0,6.3,0,3.2,3.5,0,0,0,0,0,0,4.9,0,0,0,0,5.3,0,0,4.8
132,4618237,2026-06-09T00:00:00.000,37,30.3,0,30.3,30.3,200,30.3,30.3,0,94.3,105.7,200,200,94.3,105.7,200,0,30.3,21,19.3,1.7,0,0,0,0,0,0,8.4,0,4.2,4.6,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,6.2
133,4618238,2026-06-09T00:00:00.000,38,32.2,0,32.2,32.2,200,32.2,32.2,0,94.3,105.7,200,200,94.3,105.7,200,0,32.2,21,19.3,1.7,0,0,0,0,0,0,8.9,0,4.5,4.9,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,6.6
134,4618239,2026-06-09T00:00:00.000,39,33.9,0,33.9,33.9,200,33.9,33.9,0,94.3,105.7,200,200,94.3,105.7,200,0,33.9,21,19.3,1.7,0,0,0,0,0,0,9.7,0,4.9,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
135,4618240,2026-06-09T00:00:00.000,40,34.9,0,34.9,34.9,200,34.9,34.9,0,94.3,105.7,200,200,94.3,105.7,200,0,34.9,21,19.3,1.7,0.6,0,0.6,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
136,4618241,2026-06-09T00:00:00.000,41,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
137,4618242,2026-06-09T00:00:00.000,42,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
138,4618243,2026-06-09T00:00:00.000,43,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
139,4618244,2026-06-09T00:00:00.000,44,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
140,4618245,2026-06-09T00:00:00.000,45,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
141,4618246,2026-06-09T00:00:00.000,46,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
142,4618247,2026-06-09T00:00:00.000,47,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
143,4618248,2026-06-09T00:00:00.000,48,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
144,4618249,2026-06-09T00:00:00.000,49,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
145,4618250,2026-06-09T00:00:00.000,50,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
146,4618251,2026-06-09T00:00:00.000,51,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
147,4618252,2026-06-09T00:00:00.000,52,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
148,4618253,2026-06-09T00:00:00.000,53,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
149,4618254,2026-06-09T00:00:00.000,54,35.6,0,35.6,35.6,200,35.6,35.6,0,94.3,105.7,200,200,94.3,105.7,200,0,35.6,21,19.3,1.7,1.3,0,1.3,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
150,4618255,2026-06-09T00:00:00.000,55,34.9,0,34.9,34.9,200,34.9,34.9,0,94.3,105.7,200,200,94.3,105.7,200,0,34.9,21,19.3,1.7,0.6,0,0.6,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
151,4618256,2026-06-09T00:00:00.000,56,33.3,0,33.3,33.3,200,33.3,33.3,0,94.3,105.7,200,200,94.3,105.7,200,0,33.3,21,19.3,1.7,0,0,0,0,0,0,9.3,0,4.6,5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,6.8
152,4618257,2026-06-09T00:00:00.000,57,30.7,0,30.7,30.7,200,30.7,30.7,0,94.3,105.7,200,200,94.3,105.7,200,0,30.7,21,19.3,1.7,0,0,0,0,0,0,8.5,0,4.3,4.6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6.3
153,4618258,2026-06-09T00:00:00.000,58,28.3,0,28.3,28.3,200,28.3,28.3,0,94.3,105.7,200,200,94.3,105.7,200,0,28.3,21,19.3,1.7,0,0,0,0,0,0,7.9,0,3.9,4.3,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,5.8
154,4618259,2026-06-09T00:00:00.000,59,25.8,0,25.8,25.8,200,25.8,25.8,0,94.3,105.7,200,200,94.3,105.7,200,0,25.8,21,19.3,1.7,0,0,0,0,0,0,7.1,0,3.6,3.9,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,5.3
155,4618260,2026-06-09T00:00:00.000,60,23.8,0,23.8,23.8,200,23.8,23.8,0,94.3,105.7,200,200,94.3,105.7,200,0,23.8,21,19.3,1.7,0,0,0,0,0,0,6.6,0,3.3,3.6,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,4.9
156,4618261,2026-06-09T00:00:00.000,61,22,0,22,22,200,22,22,0,94.3,105.7,200,200,94.3,105.7,200,0,22,21,19.3,1.7,0,0,0,0,0,0,6.1,0,3.1,3.3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4.5
157,4618262,2026-06-09T00:00:00.000,62,20.4,0,20.4,20.4,200,20.4,20.4,0,94.3,105.7,200,200,94.3,105.7,200,0,20.4,21,19.3,1.7,0,0,0,0,0,0,5.7,0,2.8,3.1,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,4.2
158,4618263,2026-06-09T00:00:00.000,63,18.6,0,18.6,18.6,200,18.6,18.6,0,94.3,105.7,200,200,94.3,105.7,200,0,18.6,21,19.3,1.7,0,0,0,0,0,0,5.1,0,2.6,2.9,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,3.8
159,4618264,2026-06-09T00:00:00.000,64,16.7,0,16.7,16.7,200,16.7,16.7,0,94.3,105.7,200,200,94.3,105.7,200,0,16.7,21,19.3,1.7,0,0,0,0,0,0,4.7,0,2.3,2.5,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,3.4
160,4618265,2026-06-09T00:00:00.000,65,14.4,0,14.4,14.4,200,14.4,14.4,0,94.3,105.7,200,200,94.3,105.7,200,0,14.4,29,26.3,2.7,0,0,0,0,0,0,3.3,0,1.6,1.8,0,0,0,0,0,0,2.5,0,0,0,0,2.7,0,0,2.5
161,4618266,2026-06-09T00:00:00.000,66,11.7,0,11.7,11.7,200,11.7,11.7,0,94.3,105.7,200,200,94.3,105.7,200,0,11.7,29,26.3,2.7,0,0,0,0,0,0,2.7,0,1.3,1.5,0,0,0,0,0,0,2,0,0,0,0,2.2,0,0,2
162,4618267,2026-06-09T00:00:00.000,67,8.7,0,8.7,8.7,200,8.7,8.7,0,94.3,105.7,200,200,94.3,105.7,200,0,8.7,29,26.3,2.7,0,0,0,0,0,0,2,0,1,1.1,0,0,0,0,0,0,1.5,0,0,0,0,1.6,0,0,1.5
163,4618268,2026-06-09T00:00:00.000,68,5.5,0,5.5,5.5,200,5.5,5.5,0,94.3,105.7,200,200,94.3,105.7,200,0,5.5,29,26.3,2.7,0,0,0,0,0,0,1.3,0,0.6,0.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9
164,4618269,2026-06-09T00:00:00.000,69,2.2,0,2.2,2.2,200,2.2,2.2,0,94.3,105.7,200,200,94.3,105.7,200,0,2.2,29,26.3,2.7,0,0,0,0,0,0,0.5,0,0.3,0.3,0,0,0,0,0,0,0.4,0,0,0,0,0.3,0,0,0.4
165,4618270,2026-06-09T00:00:00.000,70,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,4618271,2026-06-09T00:00:00.000,71,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,4618272,2026-06-09T00:00:00.000,72,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,4618273,2026-06-09T00:00:00.000,73,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,4618274,2026-06-09T00:00:00.000,74,0,0,0,0,200,0,0,0,94.3,105.7,200,200,94.3,105.7,200,0,0,29,26.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4618275,2026-06-09T00:00:00.000,75,0.8,56,56.8,56.8,200,56.8,0.8,56,68,132,200,200,68,132,200,0,56.8,29,26.3,2.7,20.5,0,0,0,20.5,0,10,0,0,0.3,4.7,0,0,0,0,0,7,0,0,0,0,0.5,7,0,6.8
171,4618276,2026-06-09T00:00:00.000,76,0.2,54,54.2,54.2,200,54.2,0.2,54,68,132,200,200,68,132,200,0,54.2,29,26.3,2.7,17.9,0,0,0,17.9,0,10,0,0,0.1,4.9,0,0,0,0,0,7,0,0,0,0,0.1,7.4,0,6.8
172,4618277,2026-06-09T00:00:00.000,77,0,53,53,53,200,53,0,53,68,132,200,200,68,132,200,0,53,29,26.3,2.7,16.7,0,0,0,16.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
173,4618278,2026-06-09T00:00:00.000,78,0,52,52,52,200,52,0,52,68,132,200,200,68,132,200,0,52,29,26.3,2.7,15.7,0,0,0,15.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
174,4618279,2026-06-09T00:00:00.000,79,0,52,52,52,200,52,0,52,68,132,200,200,68,132,200,0,52,29,26.3,2.7,15.7,0,0,0,15.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
175,4618280,2026-06-09T00:00:00.000,80,0,52,52,52,200,52,0,52,68,132,200,200,68,132,200,0,52,29,26.3,2.7,15.7,0,0,0,15.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
176,4618281,2026-06-09T00:00:00.000,81,0,51,51,51,200,51,0,51,68,132,200,200,68,132,200,0,51,29,26.3,2.7,14.7,0,0,0,14.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
177,4618282,2026-06-09T00:00:00.000,82,0,49,49,49,200,49,0,49,68,132,200,200,68,132,200,0,49,29,26.3,2.7,12.7,0,0,0,12.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
178,4618283,2026-06-09T00:00:00.000,83,0,47,47,47,200,47,0,47,68,132,200,200,68,132,200,0,47,29,26.3,2.7,10.7,0,0,0,10.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
179,4618284,2026-06-09T00:00:00.000,84,0,46,46,46,200,46,0,46,68,132,200,200,68,132,200,0,46,29,26.3,2.7,9.7,0,0,0,9.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
180,4618285,2026-06-09T00:00:00.000,85,0,59,59,59,200,59,0,59,68,132,200,200,68,132,200,0,59,29,26.3,2.7,22.7,0,0,0,22.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
181,4618286,2026-06-09T00:00:00.000,86,0,65,65,65,200,65,0,65,68,132,200,200,68,132,200,0,65,29,26.3,2.7,28.7,0,0,0,28.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
182,4618287,2026-06-09T00:00:00.000,87,0,69,69,69,200,69,0,69,68,132,200,200,68,132,200,0,69,29,26.3,2.7,32.7,0,0,0,32.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
183,4618288,2026-06-09T00:00:00.000,88,0,72,72,72,200,72,0,72,68,132,200,200,68,132,200,0,72,29,26.3,2.7,35.7,0,0,0,35.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
184,4618289,2026-06-09T00:00:00.000,89,0,72,72,72,200,72,0,72,68,132,200,200,68,132,200,0,72,29,26.3,2.7,35.7,0,0,0,35.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
185,4618290,2026-06-09T00:00:00.000,90,0,71,71,71,200,71,0,71,68,132,200,200,68,132,200,0,71,29,26.3,2.7,34.7,0,0,0,34.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
186,4618291,2026-06-09T00:00:00.000,91,0,69,69,69,200,69,0,69,68,132,200,200,68,132,200,0,69,29,26.3,2.7,32.7,0,0,0,32.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
187,4618292,2026-06-09T00:00:00.000,92,0,68,68,68,200,68,0,68,68,132,200,200,68,132,200,0,68,29,26.3,2.7,31.7,0,0,0,31.7,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
188,4618293,2026-06-09T00:00:00.000,93,0,68,68,68,200,68,0,68,68,132,200,200,68,132,200,0,68,29,26.3,2.7,26.7,0,0,0,26.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
189,4618294,2026-06-09T00:00:00.000,94,0,70,70,70,200,70,0,70,68,132,200,200,68,132,200,0,70,29,26.3,2.7,28.7,0,0,0,28.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
190,4618295,2026-06-09T00:00:00.000,95,0,72,72,72,200,72,0,72,68,132,200,200,68,132,200,0,72,29,26.3,2.7,30.7,0,0,0,30.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
191,4618296,2026-06-09T00:00:00.000,96,0,74,74,74,200,74,0,74,68,132,200,200,68,132,200,0,74,29,26.3,2.7,32.7,0,0,0,32.7,0,10,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,7.5,0,6.8
